"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"8651","2020-09-03","Richmond upon Thames","E09000027",-27,-9,NA,-50,-62,18
"8652","2020-09-04","Richmond upon Thames","E09000027",-26,-10,NA,-45,-60,14
"8653","2020-09-05","Richmond upon Thames","E09000027",-20,-8,47,-31,NA,3
"8654","2020-09-06","Richmond upon Thames","E09000027",-23,NA,63,-39,NA,2
"8655","2020-09-07","Richmond upon Thames","E09000027",-24,-7,NA,-47,-63,15
"8656","2020-09-08","Richmond upon Thames","E09000027",-25,-9,NA,-44,-62,16
"8657","2020-09-09","Richmond upon Thames","E09000027",-23,-12,NA,-46,-60,16
"8658","2020-09-10","Richmond upon Thames","E09000027",-19,-8,NA,-42,-60,15
"8659","2020-09-11","Richmond upon Thames","E09000027",-21,-6,65,-40,-58,13
"8660","2020-09-12","Richmond upon Thames","E09000027",-20,-10,48,-31,-13,3
"8661","2020-09-13","Richmond upon Thames","E09000027",-14,-11,102,-23,-11,1
"8662","2020-09-14","Richmond upon Thames","E09000027",-12,-4,98,-44,-56,14
"8663","2020-09-15","Richmond upon Thames","E09000027",-17,-5,85,-45,-56,15
"8664","2020-09-16","Richmond upon Thames","E09000027",-18,-12,67,-45,-56,15
"8665","2020-09-17","Richmond upon Thames","E09000027",-19,-7,83,-44,-55,15
"8666","2020-09-18","Richmond upon Thames","E09000027",-19,-7,71,-40,-53,13
"8667","2020-09-19","Richmond upon Thames","E09000027",-18,-9,54,-36,-10,4
"8668","2020-09-20","Richmond upon Thames","E09000027",-15,-12,88,-31,-9,2
"8669","2020-09-21","Richmond upon Thames","E09000027",-16,-8,81,-44,-57,14
"8670","2020-09-22","Richmond upon Thames","E09000027",-18,-5,79,-45,-55,15
"8671","2020-09-23","Richmond upon Thames","E09000027",-31,-13,10,-49,-54,18
"8672","2020-09-24","Richmond upon Thames","E09000027",-28,-7,32,-47,-54,18
"8673","2020-09-25","Richmond upon Thames","E09000027",-28,-6,19,-44,-51,15
"8674","2020-09-26","Richmond upon Thames","E09000027",-26,-10,12,-41,-12,6
"8675","2020-09-27","Richmond upon Thames","E09000027",-33,-16,8,-46,-13,4
"8676","2020-09-28","Richmond upon Thames","E09000027",-21,-5,61,-46,-54,15
"8677","2020-09-29","Richmond upon Thames","E09000027",-26,-9,39,-48,-54,17
"8678","2020-09-30","Richmond upon Thames","E09000027",-28,-13,12,-47,-54,18
"8679","2020-10-01","Richmond upon Thames","E09000027",-23,-6,48,-46,-51,17
"8680","2020-10-02","Richmond upon Thames","E09000027",-39,-10,-19,-46,-51,17
"8681","2020-10-03","Richmond upon Thames","E09000027",-38,-4,-18,-47,-13,8
"8682","2020-10-04","Richmond upon Thames","E09000027",-48,-19,-38,-54,-18,7
"8683","2020-10-05","Richmond upon Thames","E09000027",-28,-4,35,-46,-54,16
"8684","2020-10-06","Richmond upon Thames","E09000027",-31,-6,28,-48,-52,17
"8685","2020-10-07","Richmond upon Thames","E09000027",-24,-7,41,-46,-52,17
"8686","2020-10-08","Richmond upon Thames","E09000027",-29,-4,18,-46,-53,18
"8687","2020-10-09","Richmond upon Thames","E09000027",-29,-6,22,-42,-50,15
"8688","2020-10-10","Richmond upon Thames","E09000027",-30,-4,3,-44,-9,7
"8689","2020-10-11","Richmond upon Thames","E09000027",-25,-10,47,-48,-12,4
"8690","2020-10-12","Richmond upon Thames","E09000027",-35,-12,2,-48,-54,17
"8691","2020-10-13","Richmond upon Thames","E09000027",-34,-9,3,-49,-53,18
"8692","2020-10-14","Richmond upon Thames","E09000027",-26,-6,28,-48,-52,18
"8693","2020-10-15","Richmond upon Thames","E09000027",-25,-3,37,-45,-52,18
"8694","2020-10-16","Richmond upon Thames","E09000027",-25,-1,36,-42,-50,15
"8695","2020-10-17","Richmond upon Thames","E09000027",-31,-4,15,-45,-13,8
"8696","2020-10-18","Richmond upon Thames","E09000027",-28,-11,46,-46,-17,6
"8697","2020-10-19","Richmond upon Thames","E09000027",-28,-7,47,-51,-56,18
"8698","2020-10-20","Richmond upon Thames","E09000027",-29,-6,41,-49,-56,19
"8699","2020-10-21","Richmond upon Thames","E09000027",-37,-15,-18,-54,-57,21
"8700","2020-10-22","Richmond upon Thames","E09000027",-23,-2,60,-48,-55,19
"8701","2020-10-23","Richmond upon Thames","E09000027",-27,-5,35,-49,-55,18
"8702","2020-10-24","Richmond upon Thames","E09000027",-33,-9,-6,-44,-12,8
"8703","2020-10-25","Richmond upon Thames","E09000027",-28,-9,28,-41,-14,5
"8704","2020-10-26","Richmond upon Thames","E09000027",-17,-7,70,-51,-65,19
"8705","2020-10-27","Richmond upon Thames","E09000027",-32,-11,-3,-56,-65,22
"8706","2020-10-28","Richmond upon Thames","E09000027",-20,-11,39,-52,-64,21
"8707","2020-10-29","Richmond upon Thames","E09000027",-29,-8,6,-53,-64,22
"8708","2020-10-30","Richmond upon Thames","E09000027",-23,-2,48,-47,-62,18
"8709","2020-10-31","Richmond upon Thames","E09000027",-37,-6,-21,-46,-15,9
"8710","2020-11-01","Richmond upon Thames","E09000027",-29,-10,5,-42,-17,5
"8711","2020-11-02","Richmond upon Thames","E09000027",-19,-3,29,-46,-54,16
"8712","2020-11-03","Richmond upon Thames","E09000027",-14,-1,22,-44,-52,17
"8713","2020-11-04","Richmond upon Thames","E09000027",1,-2,52,-38,-50,14
"8714","2020-11-05","Richmond upon Thames","E09000027",-56,-9,25,-57,-59,24
"8715","2020-11-06","Richmond upon Thames","E09000027",-56,-4,36,-57,-58,24
"8716","2020-11-07","Richmond upon Thames","E09000027",-52,-3,64,-56,-40,15
"8717","2020-11-08","Richmond upon Thames","E09000027",-58,-13,40,-61,-44,12
"8718","2020-11-09","Richmond upon Thames","E09000027",-52,-12,29,-56,-59,22
"8719","2020-11-10","Richmond upon Thames","E09000027",-54,-2,40,-57,-60,23
"8720","2020-11-11","Richmond upon Thames","E09000027",-54,-5,27,-56,-59,24
"8721","2020-11-12","Richmond upon Thames","E09000027",-50,0,70,-54,-59,24
"8722","2020-11-13","Richmond upon Thames","E09000027",-55,0,40,-54,-57,23
"8723","2020-11-14","Richmond upon Thames","E09000027",-66,-9,-34,-64,-41,17
"8724","2020-11-15","Richmond upon Thames","E09000027",-60,-6,17,-59,-43,12
"8725","2020-11-16","Richmond upon Thames","E09000027",-52,-9,26,-56,-60,22
"8726","2020-11-17","Richmond upon Thames","E09000027",-55,-4,31,-56,-59,23
"8727","2020-11-18","Richmond upon Thames","E09000027",-54,-9,24,-55,-59,24
"8728","2020-11-19","Richmond upon Thames","E09000027",-54,-4,32,-55,-59,24
"8729","2020-11-20","Richmond upon Thames","E09000027",-58,0,6,-56,-58,24
"8730","2020-11-21","Richmond upon Thames","E09000027",-55,2,22,-55,-38,15
"8731","2020-11-22","Richmond upon Thames","E09000027",-52,-2,66,-48,-42,10
"8732","2020-11-23","Richmond upon Thames","E09000027",-51,-7,35,-54,-59,22
"8733","2020-11-24","Richmond upon Thames","E09000027",-53,-5,36,-55,-59,23
"8734","2020-11-25","Richmond upon Thames","E09000027",-54,-14,13,-56,-58,24
"8735","2020-11-26","Richmond upon Thames","E09000027",-48,-8,51,-53,-58,23
"8736","2020-11-27","Richmond upon Thames","E09000027",-53,-6,31,-54,-57,23
"8737","2020-11-28","Richmond upon Thames","E09000027",-55,-6,16,-51,-36,15
"8738","2020-11-29","Richmond upon Thames","E09000027",-55,-13,29,-55,-42,11
"8739","2020-11-30","Richmond upon Thames","E09000027",-51,-10,12,-54,-58,22
"8740","2020-12-01","Richmond upon Thames","E09000027",-49,-5,38,-53,-57,22
"8741","2020-12-02","Richmond upon Thames","E09000027",-36,-5,7,-52,-51,20
"8742","2020-12-03","Richmond upon Thames","E09000027",-42,-12,-21,-51,-53,22
"8743","2020-12-04","Richmond upon Thames","E09000027",-33,3,4,-44,-49,18
"8744","2020-12-05","Richmond upon Thames","E09000027",-32,2,4,-36,-12,8
"8745","2020-12-06","Richmond upon Thames","E09000027",-37,-2,3,-35,-21,6
"8746","2020-12-07","Richmond upon Thames","E09000027",-36,-3,-1,-50,-54,18
"8747","2020-12-08","Richmond upon Thames","E09000027",-37,-1,5,-52,-52,19
"8748","2020-12-09","Richmond upon Thames","E09000027",-31,-2,8,-48,-52,20
"8749","2020-12-10","Richmond upon Thames","E09000027",-30,2,16,-46,-53,19
"8750","2020-12-11","Richmond upon Thames","E09000027",-33,4,16,-43,-50,18
"8751","2020-12-12","Richmond upon Thames","E09000027",-34,0,4,-35,-14,8
"8752","2020-12-13","Richmond upon Thames","E09000027",-47,-8,-26,-41,-21,8
"8753","2020-12-14","Richmond upon Thames","E09000027",-28,-1,6,-50,-57,19
"8754","2020-12-15","Richmond upon Thames","E09000027",-21,7,26,-47,-56,18
"8755","2020-12-16","Richmond upon Thames","E09000027",-43,-2,0,-54,-59,23
"8756","2020-12-17","Richmond upon Thames","E09000027",-36,10,53,-51,-60,22
"8757","2020-12-18","Richmond upon Thames","E09000027",-46,6,3,-54,-62,23
"8758","2020-12-19","Richmond upon Thames","E09000027",-50,7,-7,-50,-25,12
"8759","2020-12-20","Richmond upon Thames","E09000027",-61,-2,26,-63,-37,11
"8760","2020-12-21","Richmond upon Thames","E09000027",-49,19,17,-67,-73,26
"8761","2020-12-22","Richmond upon Thames","E09000027",-48,23,46,-68,-75,27
"8762","2020-12-23","Richmond upon Thames","E09000027",-48,27,25,-68,-75,28
"8763","2020-12-24","Richmond upon Thames","E09000027",-52,19,91,-73,-80,29
"8764","2020-12-25","Richmond upon Thames","E09000027",-89,-91,55,-93,-91,35
"8765","2020-12-26","Richmond upon Thames","E09000027",-81,-56,3,-81,-60,19
"8766","2020-12-27","Richmond upon Thames","E09000027",-65,-20,34,-67,-44,12
"8767","2020-12-28","Richmond upon Thames","E09000027",-55,-25,80,-77,-86,31
"8768","2020-12-29","Richmond upon Thames","E09000027",-52,-9,74,-73,-81,30
"8769","2020-12-30","Richmond upon Thames","E09000027",-45,-3,94,-72,-79,30
"8770","2020-12-31","Richmond upon Thames","E09000027",-50,5,75,-74,-81,31
"8771","2021-01-01","Richmond upon Thames","E09000027",-73,-62,57,-83,-89,36
"8772","2021-01-02","Richmond upon Thames","E09000027",-63,-21,23,-69,-44,17
"8773","2021-01-03","Richmond upon Thames","E09000027",-64,-25,10,-66,-42,13
"8774","2021-01-04","Richmond upon Thames","E09000027",-59,-19,-6,-69,-71,28
"8775","2021-01-05","Richmond upon Thames","E09000027",-68,-23,-21,-72,-72,30
"8776","2021-01-06","Richmond upon Thames","E09000027",-64,-26,12,-71,-72,30
"8777","2021-01-07","Richmond upon Thames","E09000027",-65,-23,21,-71,-72,31
"8778","2021-01-08","Richmond upon Thames","E09000027",-68,-23,2,-71,-70,30
"8779","2021-01-09","Richmond upon Thames","E09000027",-68,-19,14,-70,-42,17
"8780","2021-01-10","Richmond upon Thames","E09000027",-72,-27,-5,-73,-46,14
"8781","2021-01-11","Richmond upon Thames","E09000027",-64,-25,3,-71,-72,28
"8782","2021-01-12","Richmond upon Thames","E09000027",-67,-27,-1,-72,-73,30
"8783","2021-01-13","Richmond upon Thames","E09000027",-70,-28,-26,-73,-73,31
"8784","2021-01-14","Richmond upon Thames","E09000027",-71,-27,-30,-73,-74,31
"8785","2021-01-15","Richmond upon Thames","E09000027",-67,-18,19,-70,-71,29
"8786","2021-01-16","Richmond upon Thames","E09000027",-72,-20,-25,-72,-45,18
"8787","2021-01-17","Richmond upon Thames","E09000027",-65,-18,44,-65,-46,12
"8788","2020-02-15","Southwark","E09000028",-11,-11,-22,-10,-1,2
"8789","2020-02-16","Southwark","E09000028",-11,-13,-29,0,-4,2
"8790","2020-02-17","Southwark","E09000028",13,4,27,-6,-9,2
"8791","2020-02-18","Southwark","E09000028",9,-4,10,-4,-9,2
"8792","2020-02-19","Southwark","E09000028",7,-5,4,-2,-9,2
"8793","2020-02-20","Southwark","E09000028",6,-6,-6,-7,-9,3
"8794","2020-02-21","Southwark","E09000028",9,-1,8,-4,-9,3
"8795","2020-02-22","Southwark","E09000028",-1,-4,-1,3,1,0
"8796","2020-02-23","Southwark","E09000028",-3,-5,0,3,-1,-1
"8797","2020-02-24","Southwark","E09000028",-1,-3,-5,-1,-1,1
"8798","2020-02-25","Southwark","E09000028",0,-2,0,-3,0,0
"8799","2020-02-26","Southwark","E09000028",4,-5,4,-2,1,0
"8800","2020-02-27","Southwark","E09000028",0,-2,-4,-2,0,1
"8801","2020-02-28","Southwark","E09000028",3,-1,-8,-1,0,1
"8802","2020-02-29","Southwark","E09000028",1,-1,-13,-2,1,0
"8803","2020-03-01","Southwark","E09000028",8,3,20,8,-2,-1
"8804","2020-03-02","Southwark","E09000028",0,5,6,-7,0,0
"8805","2020-03-03","Southwark","E09000028",-1,2,-1,-4,0,0
"8806","2020-03-04","Southwark","E09000028",-4,-1,-15,-6,-1,1
"8807","2020-03-05","Southwark","E09000028",-7,-6,-21,-2,-2,2
"8808","2020-03-06","Southwark","E09000028",3,8,18,-5,-1,1
"8809","2020-03-07","Southwark","E09000028",-3,3,-1,-5,2,1
"8810","2020-03-08","Southwark","E09000028",-3,3,-1,-5,-3,0
"8811","2020-03-09","Southwark","E09000028",-5,6,0,-8,-1,1
"8812","2020-03-10","Southwark","E09000028",-5,6,-5,-8,-3,2
"8813","2020-03-11","Southwark","E09000028",-3,5,4,-9,-4,2
"8814","2020-03-12","Southwark","E09000028",-6,11,-7,-15,-8,4
"8815","2020-03-13","Southwark","E09000028",-10,12,-7,-21,-13,6
"8816","2020-03-14","Southwark","E09000028",-17,3,-17,-27,-5,4
"8817","2020-03-15","Southwark","E09000028",-22,5,-23,-30,-10,4
"8818","2020-03-16","Southwark","E09000028",-13,19,12,-29,-23,8
"8819","2020-03-17","Southwark","E09000028",-28,12,-23,-42,-37,15
"8820","2020-03-18","Southwark","E09000028",-32,16,-26,-48,-44,18
"8821","2020-03-19","Southwark","E09000028",-37,18,-42,-53,-49,20
"8822","2020-03-20","Southwark","E09000028",-49,-1,-38,-54,-52,23
"8823","2020-03-21","Southwark","E09000028",-63,-19,-36,-64,-40,16
"8824","2020-03-22","Southwark","E09000028",-67,-25,-22,-69,-46,14
"8825","2020-03-23","Southwark","E09000028",-59,-23,-27,-66,-67,28
"8826","2020-03-24","Southwark","E09000028",-75,-32,-38,-75,-75,33
"8827","2020-03-25","Southwark","E09000028",-78,-37,-42,-79,-78,36
"8828","2020-03-26","Southwark","E09000028",-80,-41,-47,-81,-79,37
"8829","2020-03-27","Southwark","E09000028",-81,-41,-49,-80,-79,38
"8830","2020-03-28","Southwark","E09000028",-84,-49,-63,-82,-64,24
"8831","2020-03-29","Southwark","E09000028",-87,-53,-65,-83,-65,20
"8832","2020-03-30","Southwark","E09000028",-78,-44,-59,-81,-81,35
"8833","2020-03-31","Southwark","E09000028",-79,-42,-51,-82,-81,36
"8834","2020-04-01","Southwark","E09000028",-80,-43,-53,-83,-81,37
"8835","2020-04-02","Southwark","E09000028",-81,-43,-52,-84,-81,38
"8836","2020-04-03","Southwark","E09000028",-82,-40,-46,-82,-80,38
"8837","2020-04-04","Southwark","E09000028",-83,-44,-38,-81,-64,23
"8838","2020-04-05","Southwark","E09000028",-84,-45,-25,-80,-63,18
"8839","2020-04-06","Southwark","E09000028",-78,-41,-47,-82,-81,35
"8840","2020-04-07","Southwark","E09000028",-78,-41,-35,-82,-81,36
"8841","2020-04-08","Southwark","E09000028",-79,-40,-42,-83,-81,36
"8842","2020-04-09","Southwark","E09000028",-76,-33,-38,-82,-81,36
"8843","2020-04-10","Southwark","E09000028",-83,-42,-32,-86,-87,40
"8844","2020-04-11","Southwark","E09000028",-82,-43,-40,-81,-64,23
"8845","2020-04-12","Southwark","E09000028",-89,-63,-31,-82,-66,19
"8846","2020-04-13","Southwark","E09000028",-81,-49,-41,-88,-88,38
"8847","2020-04-14","Southwark","E09000028",-77,-39,-40,-82,-80,35
"8848","2020-04-15","Southwark","E09000028",-78,-39,-32,-82,-80,36
"8849","2020-04-16","Southwark","E09000028",-79,-39,-41,-83,-80,37
"8850","2020-04-17","Southwark","E09000028",-82,-40,-58,-82,-79,38
"8851","2020-04-18","Southwark","E09000028",-82,-43,-52,-80,-60,23
"8852","2020-04-19","Southwark","E09000028",-82,-43,-15,-79,-58,18
"8853","2020-04-20","Southwark","E09000028",-75,-37,-26,-81,-79,34
"8854","2020-04-21","Southwark","E09000028",-77,-39,-29,-81,-79,35
"8855","2020-04-22","Southwark","E09000028",-76,-38,-25,-81,-78,35
"8856","2020-04-23","Southwark","E09000028",-76,-35,-19,-81,-78,36
"8857","2020-04-24","Southwark","E09000028",-77,-34,-26,-79,-77,36
"8858","2020-04-25","Southwark","E09000028",-79,-39,-31,-79,-58,22
"8859","2020-04-26","Southwark","E09000028",-79,-39,-3,-78,-57,17
"8860","2020-04-27","Southwark","E09000028",-73,-36,-28,-80,-77,33
"8861","2020-04-28","Southwark","E09000028",-80,-47,-71,-83,-79,37
"8862","2020-04-29","Southwark","E09000028",-76,-37,-50,-81,-78,36
"8863","2020-04-30","Southwark","E09000028",-79,-39,-56,-82,-78,37
"8864","2020-05-01","Southwark","E09000028",-78,-33,-42,-79,-76,36
"8865","2020-05-02","Southwark","E09000028",-78,-35,-24,-76,-55,20
"8866","2020-05-03","Southwark","E09000028",-81,-41,-30,-78,-56,18
"8867","2020-05-04","Southwark","E09000028",-72,-33,-14,-78,-77,33
"8868","2020-05-05","Southwark","E09000028",-74,-33,-22,-80,-77,34
"8869","2020-05-06","Southwark","E09000028",-74,-32,-14,-78,-76,34
"8870","2020-05-07","Southwark","E09000028",-73,-25,-8,-77,-76,34
"8871","2020-05-08","Southwark","E09000028",-77,-30,9,-80,-84,37
"8872","2020-05-09","Southwark","E09000028",-78,-33,-1,-73,-54,19
"8873","2020-05-10","Southwark","E09000028",-82,-43,-40,-77,-54,18
"8874","2020-05-11","Southwark","E09000028",-73,-32,-36,-78,-76,33
"8875","2020-05-12","Southwark","E09000028",-73,-31,-16,-77,-75,33
"8876","2020-05-13","Southwark","E09000028",-76,-34,-33,-78,-76,34
"8877","2020-05-14","Southwark","E09000028",-75,-30,-18,-78,-76,35
"8878","2020-05-15","Southwark","E09000028",-74,-27,0,-75,-74,34
"8879","2020-05-16","Southwark","E09000028",-76,-32,-8,-72,-51,19
"8880","2020-05-17","Southwark","E09000028",-75,-32,30,-71,-49,15
"8881","2020-05-18","Southwark","E09000028",-68,-26,24,-74,-74,30
"8882","2020-05-19","Southwark","E09000028",-69,-26,35,-74,-74,31
"8883","2020-05-20","Southwark","E09000028",-70,-24,46,-74,-74,30
"8884","2020-05-21","Southwark","E09000028",-71,-24,21,-75,-74,32
"8885","2020-05-22","Southwark","E09000028",-72,-22,5,-72,-72,32
"8886","2020-05-23","Southwark","E09000028",-74,-29,-13,-70,-47,18
"8887","2020-05-24","Southwark","E09000028",-73,-28,35,-67,-47,13
"8888","2020-05-25","Southwark","E09000028",-67,-28,106,-77,-84,29
"8889","2020-05-26","Southwark","E09000028",-69,-24,22,-74,-73,30
"8890","2020-05-27","Southwark","E09000028",-70,-25,18,-74,-72,31
"8891","2020-05-28","Southwark","E09000028",-69,-23,23,-74,-73,31
"8892","2020-05-29","Southwark","E09000028",-70,-20,32,-71,-70,30
"8893","2020-05-30","Southwark","E09000028",-71,-23,47,-65,-38,13
"8894","2020-05-31","Southwark","E09000028",-70,-25,60,-65,-37,11
"8895","2020-06-01","Southwark","E09000028",-63,-20,36,-70,-70,28
"8896","2020-06-02","Southwark","E09000028",-66,-21,36,-71,-70,28
"8897","2020-06-03","Southwark","E09000028",-71,-28,-24,-72,-70,31
"8898","2020-06-04","Southwark","E09000028",-70,-25,-20,-73,-70,32
"8899","2020-06-05","Southwark","E09000028",-71,-24,-21,-70,-69,31
"8900","2020-06-06","Southwark","E09000028",-74,-30,-42,-67,-42,18
"8901","2020-06-07","Southwark","E09000028",-71,-26,0,-66,-40,13
"8902","2020-06-08","Southwark","E09000028",-64,-23,2,-71,-68,28
"8903","2020-06-09","Southwark","E09000028",-66,-24,12,-71,-68,29
"8904","2020-06-10","Southwark","E09000028",-71,-30,-38,-73,-69,31
"8905","2020-06-11","Southwark","E09000028",-68,-25,-16,-73,-68,31
"8906","2020-06-12","Southwark","E09000028",-69,-21,-13,-69,-67,30
"8907","2020-06-13","Southwark","E09000028",-66,-20,51,-60,-30,12
"8908","2020-06-14","Southwark","E09000028",-66,-24,62,-61,-30,10
"8909","2020-06-15","Southwark","E09000028",-57,-21,26,-67,-66,26
"8910","2020-06-16","Southwark","E09000028",-60,-20,22,-68,-66,27
"8911","2020-06-17","Southwark","E09000028",-65,-28,-21,-69,-67,29
"8912","2020-06-18","Southwark","E09000028",-65,-22,-13,-70,-67,29
"8913","2020-06-19","Southwark","E09000028",-64,-18,1,-66,-64,27
"8914","2020-06-20","Southwark","E09000028",-62,-19,40,-56,-28,10
"8915","2020-06-21","Southwark","E09000028",-65,-24,29,-59,-28,10
"8916","2020-06-22","Southwark","E09000028",-56,-18,53,-66,-67,24
"8917","2020-06-23","Southwark","E09000028",-58,-18,56,-66,-66,25
"8918","2020-06-24","Southwark","E09000028",-59,-17,59,-65,-65,24
"8919","2020-06-25","Southwark","E09000028",-60,-15,54,-66,-65,24
"8920","2020-06-26","Southwark","E09000028",-63,-15,37,-62,-64,25
"8921","2020-06-27","Southwark","E09000028",-66,-23,-7,-58,-32,13
"8922","2020-06-28","Southwark","E09000028",-65,-24,13,-55,-27,10
"8923","2020-06-29","Southwark","E09000028",-57,-20,5,-65,-65,25
"8924","2020-06-30","Southwark","E09000028",-60,-22,-12,-67,-65,27
"8925","2020-07-01","Southwark","E09000028",-59,-21,-3,-66,-65,26
"8926","2020-07-02","Southwark","E09000028",-60,-20,-12,-67,-65,26
"8927","2020-07-03","Southwark","E09000028",-61,-16,7,-62,-63,25
"8928","2020-07-04","Southwark","E09000028",-57,-22,-4,-53,-27,10
"8929","2020-07-05","Southwark","E09000028",-54,-21,44,-53,-23,7
"8930","2020-07-06","Southwark","E09000028",-51,-19,17,-63,-65,22
"8931","2020-07-07","Southwark","E09000028",-55,-23,-2,-64,-65,24
"8932","2020-07-08","Southwark","E09000028",-58,-26,-25,-65,-64,25
"8933","2020-07-09","Southwark","E09000028",-57,-21,-15,-65,-63,25
"8934","2020-07-10","Southwark","E09000028",-54,-17,11,-59,-61,22
"8935","2020-07-11","Southwark","E09000028",-55,-21,32,-48,-24,7
"8936","2020-07-12","Southwark","E09000028",-53,-20,53,-49,-20,5
"8937","2020-07-13","Southwark","E09000028",-50,-19,24,-61,-63,21
"8938","2020-07-14","Southwark","E09000028",-52,-22,7,-63,-64,23
"8939","2020-07-15","Southwark","E09000028",-50,-23,-1,-63,-62,23
"8940","2020-07-16","Southwark","E09000028",-49,-20,9,-63,-62,23
"8941","2020-07-17","Southwark","E09000028",-48,-16,38,-57,-60,19
"8942","2020-07-18","Southwark","E09000028",-51,-22,36,-47,-21,5
"8943","2020-07-19","Southwark","E09000028",-54,-26,0,-53,-21,6
"8944","2020-07-20","Southwark","E09000028",-45,-17,42,-62,-61,20
"8945","2020-07-21","Southwark","E09000028",-46,-21,28,-62,-62,21
"8946","2020-07-22","Southwark","E09000028",-47,-21,25,-61,-62,21
"8947","2020-07-23","Southwark","E09000028",-48,-20,14,-62,-62,22
"8948","2020-07-24","Southwark","E09000028",-49,-20,17,-57,-60,20
"8949","2020-07-25","Southwark","E09000028",-56,-28,-31,-53,-22,8
"8950","2020-07-26","Southwark","E09000028",-49,-23,22,-51,-19,4
"8951","2020-07-27","Southwark","E09000028",-47,-22,-9,-62,-65,21
"8952","2020-07-28","Southwark","E09000028",-45,-20,16,-61,-63,21
"8953","2020-07-29","Southwark","E09000028",-44,-20,25,-60,-63,20
"8954","2020-07-30","Southwark","E09000028",-41,-16,37,-61,-63,20
"8955","2020-07-31","Southwark","E09000028",-46,-20,26,-56,-62,16
"8956","2020-08-01","Southwark","E09000028",-49,-23,27,-46,-20,3
"8957","2020-08-02","Southwark","E09000028",-45,-21,29,-47,-18,3
"8958","2020-08-03","Southwark","E09000028",-38,-21,21,-60,-64,18
"8959","2020-08-04","Southwark","E09000028",-39,-22,19,-60,-64,19
"8960","2020-08-05","Southwark","E09000028",-36,-23,20,-59,-62,19
"8961","2020-08-06","Southwark","E09000028",-43,-20,19,-61,-62,19
"8962","2020-08-07","Southwark","E09000028",-44,-19,22,-55,-61,16
"8963","2020-08-08","Southwark","E09000028",-48,-24,25,-45,-20,3
"8964","2020-08-09","Southwark","E09000028",-44,-21,31,-47,-18,2
"8965","2020-08-10","Southwark","E09000028",-33,-19,22,-59,-63,17
"8966","2020-08-11","Southwark","E09000028",-34,-22,18,-59,-63,18
"8967","2020-08-12","Southwark","E09000028",-36,-23,10,-58,-62,18
"8968","2020-08-13","Southwark","E09000028",-44,-23,-7,-61,-63,20
"8969","2020-08-14","Southwark","E09000028",-45,-23,-13,-55,-61,18
"8970","2020-08-15","Southwark","E09000028",-47,-26,-18,-47,-22,5
"8971","2020-08-16","Southwark","E09000028",-43,-24,3,-46,-19,4
"8972","2020-08-17","Southwark","E09000028",-34,-24,2,-58,-63,18
"8973","2020-08-18","Southwark","E09000028",-34,-24,7,-58,-61,18
"8974","2020-08-19","Southwark","E09000028",-40,-30,-32,-58,-62,20
"8975","2020-08-20","Southwark","E09000028",-38,-18,21,-58,-61,18
"8976","2020-08-21","Southwark","E09000028",-44,-22,-5,-55,-60,17
"8977","2020-08-22","Southwark","E09000028",-43,-23,10,-41,-17,3
"8978","2020-08-23","Southwark","E09000028",-43,-24,16,-42,-17,3
"8979","2020-08-24","Southwark","E09000028",-32,-24,-3,-57,-62,17
"8980","2020-08-25","Southwark","E09000028",-34,-26,-19,-57,-61,19
"8981","2020-08-26","Southwark","E09000028",-26,-21,9,-55,-60,17
"8982","2020-08-27","Southwark","E09000028",-44,-25,-21,-59,-60,19
"8983","2020-08-28","Southwark","E09000028",-41,-18,-15,-52,-59,17
"8984","2020-08-29","Southwark","E09000028",-45,-25,-16,-44,-21,4
"8985","2020-08-30","Southwark","E09000028",-35,-21,13,-40,-17,2
"8986","2020-08-31","Southwark","E09000028",-25,-27,33,-63,-76,17
"8987","2020-09-01","Southwark","E09000028",-37,-16,9,-55,-60,16
"8988","2020-09-02","Southwark","E09000028",-39,-19,-6,-53,-59,18
"8989","2020-09-03","Southwark","E09000028",-41,-19,-15,-56,-58,18
"8990","2020-09-04","Southwark","E09000028",-39,-16,-5,-48,-56,15
"8991","2020-09-05","Southwark","E09000028",-39,-21,1,-39,-18,4
"8992","2020-09-06","Southwark","E09000028",-36,-18,20,-41,-16,3
"8993","2020-09-07","Southwark","E09000028",-36,-16,5,-53,-58,16
"8994","2020-09-08","Southwark","E09000028",-37,-17,10,-52,-58,16
"8995","2020-09-09","Southwark","E09000028",-37,-16,4,-51,-57,16
"8996","2020-09-10","Southwark","E09000028",-36,-14,9,-52,-55,16
"8997","2020-09-11","Southwark","E09000028",-37,-14,6,-47,-54,14
"8998","2020-09-12","Southwark","E09000028",-38,-17,14,-37,-15,3
"8999","2020-09-13","Southwark","E09000028",-35,-15,46,-38,-16,1
"9000","2020-09-14","Southwark","E09000028",-34,-12,35,-50,-53,14
"9001","2020-09-15","Southwark","E09000028",-36,-14,25,-50,-52,15
"9002","2020-09-16","Southwark","E09000028",-37,-14,15,-49,-54,15
"9003","2020-09-17","Southwark","E09000028",-37,-14,9,-51,-51,15
"9004","2020-09-18","Southwark","E09000028",-38,-14,9,-46,-51,14
